x	dlog_hex
0.25000000000000000	ef39fafe422ef6bf
2.2540080160320639	5dc8d757b801ea3f
4.2580160320641278	bbcbfa664c2ef73f
6.2620240480961922	d0c6ae4d205afd3f
8.2660320641282556	e717f14eb1e50040
10.270040080160321	3cdbf3d243a20240
12.274048096192384	1c4b9268550f0440
14.278056112224450	0510a4fe10450540
16.282064128256511	ea3314260d520640
18.286072144288578	94a5c729c63f0740
20.290080160320642	aacf0d24c0140840
22.294088176352705	2e52f687a6d50840
24.298096192384769	73f02563ef850940
26.302104208416832	98e19bb43d280a40
28.306112224448899	9e8b9b8d9fbe0a40
30.310120240480959	ae0a43e5b64a0b40
32.314128256513023	2c0a4553d5cd0b40
34.318136272545090	c92f086f0f490c40
36.322144288577157	f9ef3cad4abd0c40
38.326152304609224	d987ec82472b0d40
40.330160320641284	190b5ef2a8930d40
42.334168336673351	406ec342faf60d40
44.338176352705410	4ede0f65b3550e40
46.342184368737470	c4c7f15f3cb00e40
48.346192384769537	6d2a3802f0060f40
50.350200400801604	c2dbe7081e5a0f40
52.354208416833664	bce1e3d90caa0f40
54.358216432865731	222264ebfaf60f40
56.362224448897798	181628f58f201040
58.366232464929865	a45293d656441040
60.370240480961918	3e7cef7ee8661040
62.374248496993985	191b682159881040
64.378256513026045	7dfe6f06bba81040
66.382264529058119	020ff2c71ec81040
68.386272545090179	02bd8d8493e61040
70.390280561122239	2d7f6c0b27041140
72.394288577154313	9db0ef01e6201140
74.398296593186373	e00d3904dc3c1140
76.402304609218447	08fe5fc113581140
78.406312625250493	e2b8ff1397721140
80.410320641282567	4bf2ab176f8c1140
82.414328657314627	1d47c13ba4a51140
84.418336673346701	f3eef2533ebe1140
86.422344689378761	d030e7a644d61140
88.426352705410821	e70327fbbded1140
90.430360721442895	85899aa2b0041240
92.434368737474941	1833c384221b1240
94.438376753507015	1712dd2719311240
96.442384769539075	d1b50ab999461240
98.446392785571149	99e2a913a95b1240
100.45040080160321	5427ebc74b701240
102.45440881763527	4abdc22086841240
104.45841683366733	7b1346295c981240
106.46242484969939	aad286b1d1ab1240
108.46643286573146	c2f5f952eabe1240
110.47044088176352	c9b27774a9d11240
112.47444889779560	5556df4d12e41240
114.47845691382766	edd268eb27f61240
116.48246492985973	7796ac30ed071340
118.48647294589178	b03169db64191340
120.49048096192384	d17a0d86912a1340
122.49448897795591	a80f0daa753b1340
124.49849699398797	f26f04a2134c1340
126.50250501002003	8153b1ab6d5c1340
128.50651302605209	c65cc3e9856c1340
130.51052104208415	2bd688655e7c1340
132.51452905811624	e8c37a10f98b1340
134.51853707414830	993babc5579b1340
136.52254509018036	faa4184b7caa1340
138.52655310621242	1942e85268b91340
140.53056112224448	7d208a7c1dc81340
142.53456913827657	9b5ec8559dd61340
144.53857715430863	ee80c35be9e41340
146.54258517034069	5167ddfb02f31340
148.54659318637275	154d9494eb001440
150.55060120240483	561c4f76a40e1440
152.55460921843689	ae3e1ce42e1c1440
154.55861723446893	13fa63148c291440
156.56262525050099	56508f31bd361440
158.56663326653305	ba41a45ac3431440
160.57064128256513	673fd8a39f501440
162.57464929859719	b0881917535d1440
164.57865731462925	171e90b4de691440
166.58266533066131	85e6167343761440
168.58667334669340	0f96ad4082821440
170.59068136272546	cbd9e3029c8e1440
172.59468937875752	6e413e97919a1440
174.59869739478958	ac5595d363a61440
176.60270541082164	85416f8613b21440
178.60671342685373	7a6c5477a1bd1440
180.61072144288579	735c1f670ec91440
182.61472945891782	472f48105bd41440
184.61873747494988	cef52b2788df1440
186.62274549098197	d934505a96ea1440
188.62675350701403	30cba25286f51440
190.63076152304609	2e77b6b358001540
192.63476953907815	2d32fc1b0e0b1540
194.63877755511021	1894f924a7151540
196.64278557114230	d66d7c6324201540
198.64679358717436	ecc5cb67862a1540
200.65080160320642	b95fd6bdcd341540
202.65480961923848	c8f25eedfa3e1540
204.65881763527054	3435267a0e491540
206.66282565130263	a4d912e408531540
208.66683366733466	489f57a7ea5c1540
210.67084168336672	2890973cb4661540
212.67484969939878	3288081966701540
214.67885771543087	c71d94ae007a1540
216.68286573146293	e502f76b84831540
218.68687374749499	82f4debcf18c1540
220.69088176352705	644c070a49961540
222.69488977955911	5a4854b98a9f1540
224.69889779559119	ad18ed2db7a81540
226.70290581162325	6ac654c8ceb11540
228.70691382765531	260182e6d1ba1540
230.71092184368737	f4e2f5e3c0c31540
232.71492985971946	4db8d1199ccc1540
234.71893787575152	f0d8ebde63d51540
236.72294589178355	dd9de38718de1540
238.72695390781561	ee7f3467bae61540
240.73096192384767	dc6948cd49ef1540
242.73496993987976	d4478908c7f71540
244.73897795591182	42de716532001640
246.74298597194388	cdf09d2e8c081640
248.74699398797594	1cc2d9acd4101640
250.75100200400800	63f430270c191640
252.75501002004006	5cd2fce232211640
254.75901803607212	d807f22349291640
256.76302605210418	b4d02d2c4f311640
258.76703406813624	92a4423c45391640
260.77104208416830	826544932b411640
262.77505010020036	3b17d46e02491640
264.77905811623248	6e242b0bca501640
266.78306613226454	4e3726a382581640
268.78707414829660	33aa4f702c601640
270.79108216432866	f894e9aac7671640
272.79509018036072	7c7bf789546f1640
274.79909819639278	6ca14743d3761640
276.80310621242484	4e077c0b447e1640
278.80711422845690	88141316a7851640
280.81112224448896	00f26f95fc8c1640
282.81513026052107	ad98e2ba44941640
284.81913827655313	5397afb67f9b1640
286.82314629258519	889217b8ada21640
288.82715430861725	d2815eedcea91640
290.83116232464931	c4acd283e3b01640
292.83517034068137	9f6ad3a7ebb71640
294.83917835671343	12a7d784e7be1640
296.84318637274549	6d2e7445d7c51640
298.84719438877755	a1c36113bbcc1640
300.85120240480967	2502831793d31640
302.85521042084173	e20dea795fda1640
304.85921843687379	2013de6120e11640
306.86322645290579	4d98e0f5d5e71640
308.86723446893785	71a3b25b80ee1640
310.87124248496991	11b559b81ff51640
312.87525050100197	0d9a2430b4fb1640
314.87925851703403	2c16b0e63d021740
316.88326653306609	b168ebfebc081740
318.88727454909821	8aac1c9b310f1740
320.89128256513027	5f15e5dc9b151740
322.89529058116233	df0a45e5fb1b1740
324.89929859719439	8523a0d451221740
326.90330661322645	0a00c1ca9d281740
328.90731462925851	aa08dde6df2e1740
330.91132264529057	590d984718351740
332.91533066132263	eec9070b473b1740
334.91933867735469	4e4fb74e6c411740
336.92334669338680	8852aa2f88471740
338.92735470941886	d86260ca9a4d1740
340.93136272545092	6c07d83aa4531740
342.93537074148298	c2c5919ca4591740
344.93937875751504	8311930a9c5f1740
346.94338677354710	8e26699f8a651740
348.94739478957916	00ce2b75706b1740
350.95140280561122	ea0e80a54d711740
352.95541082164328	75cb9a4922771740
354.95941883767534	0d4b437aee7c1740
356.96342685370746	40b2d54fb2821740
358.96743486973952	ec6845e26d881740
360.97144288577158	5b6f1f49218e1740
362.97545090180358	cda28c9bcc931740
364.97945891783564	14f253f06f991740
366.98346693386770	a682dc5d0b9f1740
368.98747494989976	d8c62ffa9ea41740
370.99148296593182	8385fbda2aaa1740
372.99549098196394	c3d39315afaf1740
374.99949899799600	1801f5be2bb51740
377.00350701402806	7276c5eba0ba1740
379.00751503006012	888857b00ec01740
381.01152304609218	e43dab2075c51740
383.01553106212424	04097050d4ca1740
385.01953907815630	f27606532cd01740
